,system_liquidity,default_rate,network_stress,avg_capital_ratio,avg_liquidity_ratio,unemployment_rate,gdp_growth,interest_rate,credit_spread
0,0.07236311839114253,0.0,0.0,0.20472451935536323,0.060151183571446463,0.04049671415301123,0.019723471397657632,0.030647688538100692,0.021523029856408027
1,0.10557702243178858,0.0,0.0,0.21121070818221205,0.10032744775357605,0.039765846625276664,0.01953172608610164,0.03157921281550739,0.02076743472915291
2,0.11763199286788527,0.0,0.0,0.2148352399539204,0.11618829594417938,0.039530525614065046,0.021085120087171928,0.029536582307187538,0.019534270246429744
3,0.12187748134908602,0.0,0.0,0.21675802700924685,0.1216137403398145,0.04024196227156603,0.016173439510684406,0.028275082167486965,0.01943771247075903
4,0.12279955508999454,0.0,0.0,0.21809230270439733,0.12270216955396815,0.03898716887966558,0.02062849466519055,0.029091975924478788,0.01858769629866471
5,0.1228347977896916,0.0,0.0,0.2194045752567423,0.12274790151678683,0.04146564876892155,0.01954844739902693,0.030067528204687922,0.018575251813786543
6,0.12279715722425694,0.0,0.0,0.22040151566398647,0.12272223495588505,0.039455617275474815,0.02022184517941973,0.028849006422577695,0.020375698018345673
7,0.122732543947017,0.0,0.0,0.22147551005796023,0.12266706221315545,0.0393993613100812,0.019416612500413447,0.029398293387770603,0.02185227818450894
8,0.12265010283027267,0.0,0.0,0.22281186519690904,0.12259299993837798,0.03998650277526207,0.0178845781420882,0.03082254491210319,0.01877915635002898
9,0.12254677748807014,0.0,0.0,0.2236310416775178,0.12249869778337581,0.04020886359500476,0.016080659752240448,0.02867181395110157,0.020196861235869123
10,0.12245559276700109,0.02,0.0,0.22467818318113436,0.12241441836753982,0.040738466579995414,0.02034273656237994,0.029884351717611758,0.019698896304410712
11,0.12279077354782408,0.04,0.0,0.22079105105644087,0.12285708940971876,0.03852147800963257,0.018560311583210583,0.02953936122904021,0.021057122226218916
12,0.12358692635664059,0.04,0.0,0.213078939236481,0.12386869071433788,0.040343618289568464,0.016473919689274533,0.030324083969394795,0.019614917719583683
13,0.12459579690956468,0.04,0.1,0.20512442351935906,0.1251556360132072,0.03932307799969404,0.021223352577681737,0.03103099952249595,0.0209312801191162
14,0.1254441666799552,0.04,0.1,0.19646465690902967,0.12626957378974463,0.03916078247677736,0.01938157524829757,0.030331263431403563,0.02097554512712236
15,0.12586180061374885,0.04,0.2,0.1925014554482906,0.12688425276176318,0.03952082576215471,0.019628682046672365,0.02889366502599397,0.01880379337591933
16,0.12604673373876685,0.04,0.2,0.18929275644100546,0.12722507498303265,0.0408125258223942,0.022712480057141646,0.029927989878419665,0.021003532897892023
17,0.12609633148892116,0.04,0.2,0.189806376801996,0.12740569114776928,0.04036163602504764,0.01870976049078975,0.030361395605508414,0.021538036566465968
18,0.12606883163874366,0.04,0.2,0.18973503917928036,0.1274935356956059,0.03996417396089005,0.023129287311628013,0.027380254895910255,0.020821902504375225
19,0.1260157281059954,0.04,0.2,0.19018419170592307,0.12754342255628387,0.04008704706823817,0.019401985299068263,0.0300917607765355,0.018012431085399107
20,0.1259340160374874,0.04,0.2,0.1908142003959508,0.12755842589254415,0.03978032811216249,0.02071422514302349,0.031477894044741515,0.019481729781726354
21,0.1258374635481799,0.04,0.2,0.19130669563444153,0.127553144441571,0.039191506397106814,0.018996485912830926,0.030915402117702072,0.020328751109659683
22,0.12574742458241753,0.04,0.2,0.1916415959723095,0.12755055963965495,0.03947023979623296,0.02102653486622671,0.03009707754934804,0.02096864499053289
23,0.1256632741149654,0.04,0.2,0.19187443715547495,0.12755045873027018,0.03929794690612265,0.019344675706804464,0.02960789184686784,0.018536485051867883
24,0.12558751451979422,0.06,0.2,0.1921419026181356,0.1275549285814131,0.04029612027706458,0.02052211054435978,0.03000511345664246,0.01976541286662485
25,0.12569427176744463,0.06,0.2,0.18624328538461415,0.12799982111709252,0.03858462925794959,0.019158709354469283,0.02965728548347323,0.019197722730778383
26,0.12595137798511558,0.06,0.2,0.18024498660428961,0.1288147136355981,0.03983871428833399,0.02080810171362908,0.03188618590121053,0.02017457781283184
27,0.12614074809214074,0.06,0.3,0.17331880862017773,0.12948079465258852,0.04025755039072276,0.019851108168467666,0.028081228784700957,0.019973486124550785
28,0.12620743827389094,0.06,0.3,0.16924992735178732,0.1298591810743541,0.040060230209941025,0.024926484224970572,0.029807639035218877,0.020301547342333612
29,0.1262057363037788,0.06,0.3,0.16915824187785075,0.13007525120278246,0.03996528823029476,0.017662643924760937,0.03114282281451502,0.020751933032686774
30,0.1261661902170603,0.06,0.3,0.16910318877948666,0.13019899905428806,0.04079103194704305,0.01818122509041052,0.0314027943109361,0.01859814893720772
31,0.12610599480371576,0.06,0.3,0.16892063276872987,0.13026999202649708,0.04058685709380027,0.02438091125161996,0.02900946367486931,0.01943370227039723
32,0.12603482809008545,0.06,0.3,0.16844916358637513,0.13031075955798832,0.04009965136508764,0.018993048691767603,0.028449336568933867,0.02006856297480603
33,0.12595813507298467,0.06,0.3,0.16785156160343803,0.1303341832521209,0.038937696286273894,0.020947184861270365,0.029080575765766194,0.02154993440501754
34,0.1258789764356304,0.06,0.3,0.16721464103363748,0.1303476460505018,0.039216746707663765,0.01935587696758865,0.03081351721736967,0.018769135683566043
35,0.1257990697083283,0.06,0.3,0.16693199591115696,0.130355385234443,0.04022745993460413,0.022614285508564855,0.02839251676543877,0.020184633858532305
36,0.1257193757212999,0.06,0.3,0.16609237880915062,0.13035983462890557,0.04025988279424843,0.02156364574355462,0.028763049289121916,0.018679543386915725
37,0.12564042895480287,0.06,0.3,0.16506396193963377,0.13036239282038015,0.0405219415656169,0.020593969346466373,0.030250492850345874,0.020346448209496975
38,0.1255625236286115,0.06,0.3,0.16429772111203392,0.13036386371094077,0.03931997527842151,0.02046450739432201,0.03029307247329868,0.01928564858197363
39,0.1254858185281338,0.06,0.3,0.16374056729879063,0.1303647094500237,0.04186577451114476,0.020947665841823577,0.02880869650279735,0.02065655360863383
40,0.12541039605495108,0.06,0.3,0.16204025118261137,0.13036519574239577,0.03902531832977268,0.021574169207484905,0.031158595579007402,0.01917931768164829
41,0.12533629549313954,0.06,0.3,0.16114037176054366,0.1303654753579968,0.04096337612924432,0.020825561853872996,0.030822060159994488,0.02189679298265395
42,0.12526353175278993,0.06,0.3,0.16055683057091555,0.13036563613613658,0.03975461188399713,0.018492527671285022,0.029110485570374475,0.019184189715034564
43,0.1251921059340973,0.06,0.3,0.15862189339907845,0.13036572858329226,0.039922898290585894,0.020682303949633288,0.030276690799330017,0.020827183249036024
44,0.12512201128490574,0.06,0.3,0.15735376490718417,0.13036578174031596,0.04001300189187791,0.022907068154314633,0.029735343166762043,0.02272016916658962
45,0.12505323656397238,0.06,0.3,0.1560468510598789,0.13036581230557456,0.04062566734776501,0.018285684887167437,0.028929107501938885,0.020482472415243185
46,0.12498576794318352,0.06,0.3,0.15316736780341894,0.1303658298805883,0.03977653721467415,0.021428000988184183,0.030473237624573542,0.019927171087343126
47,0.12491959008686737,0.06,0.3,0.15174024914233972,0.13036583998621792,0.0391532062819316,0.01697030555062827,0.029553485047932978,0.020856398794323473
48,0.12485468676752702,0.06,0.3,0.1489554979453219,0.13036584579695393,0.04021409374413021,0.017508522442576023,0.03017318092585118,0.02038531737972884
49,0.1247910412203053,0.06,0.3,0.14654198990073106,0.1303658491381267,0.03911614256379887,0.020307450211891058,0.030058208718446,0.018857029702169376
50,0.12472863635008269,0.06,0.3,0.14280351717695797,0.13036585105930096,0.040357787360348285,0.021121569052736468,0.031083051243175275,0.021053802052034904
51,0.12466745485533091,0.06,0.3,0.14039395140718197,0.13036585216397611,0.03862233063204291,0.018124349920169754,0.030515035267208657,0.02051378595091221
52,0.12460747930481919,0.06,0.3,0.13698968335143208,0.13036585279916432,0.04051504768630605,0.027705462981309444,0.030570890510693165,0.021135565640180598
53,0.12454869218749505,0.06,0.3,0.13446978270641258,0.1303658531643975,0.0409540017634932,0.021302782502611597,0.029684730755359653,0.020758969220493268
54,0.12449107594698036,0.06,0.3,0.13067058466425546,0.13036585337440662,0.03922717478546243,0.019526362786519983,0.029514636452170895,0.02008187413938632
55,0.12443461300712531,0.06,0.3,0.12437154543045621,0.13036585349516186,0.04231465856667351,0.016265469614816504,0.03068626019037451,0.018387284128810348
56,0.12437928579225101,0.06,0.3,0.12059767000562113,0.13036585356459612,0.039528068134210566,0.022177901193934733,0.03006428001909546,0.018922255222070694
57,0.12432507674412795,0.08,0.3,0.1168178923169321,0.1303658536045208,0.03928469629074003,0.02135919549786935,0.029269633368282862,0.020216458589581977
58,0.1242719683368476,0.08,0.3,0.1023321947792701,0.13036585362747752,0.040045571839903815,0.018696799304788368,0.032143944089325326,0.020633919022318013
59,0.12421994309024388,0.08,0.3,0.09975386145032403,0.13036585364067763,0.037974857413342396,0.020372908629538857,0.02933821353523161,0.020852433334796226
60,0.12416898358223921,0.08,0.3,0.08579784769355359,0.1303658536482677,0.0392074792615673,0.019770527117066203,0.030504987278980458,0.02086575519417012
